road_link_id,from_node_id,to_node_id,link_type,length
318,86,85,1,3
319,86,76,1,3
320,86,96,1,3
321,87,88,1,3
322,87,86,1,2
323,87,77,1,2
324,87,97,1,2
325,88,89,1,2
326,88,87,1,2
327,88,78,1,3
328,88,98,1,2
329,89,88,1,2
330,89,79,1,1
331,89,99,1,1
332,90,91,1,3
333,90,80,1,3
334,91,92,1,3
335,91,90,1,1
336,91,81,1,3
337,92,93,1,1
338,92,91,1,3
339,92,82,1,3
340,93,94,1,1
341,93,92,1,1
342,93,83,1,1
343,94,95,1,1
344,94,93,1,2
345,94,84,1,1
346,95,96,1,2
347,95,94,1,2
348,95,85,1,2
349,96,97,1,3
350,96,95,1,2
351,96,86,1,2
352,97,98,1,2
353,97,96,1,3
354,97,87,1,3
355,98,99,1,3
356,98,97,1,3
357,98,88,1,3
358,99,98,1,1
359,99,89,1,2
