road_link_id,from_node_id,to_node_id,link_type,length
145,41,42,1,3
146,41,40,1,3
147,41,31,1,1
148,41,51,1,3
149,42,43,1,2
150,42,41,1,2
151,42,32,1,1
152,42,52,1,2
153,43,44,1,3
154,43,42,1,2
155,43,33,1,3
156,43,53,1,1
157,44,45,1,1
158,44,43,1,1
159,44,34,1,3
160,44,54,1,3
161,45,46,1,3
162,45,44,1,1
163,45,35,1,3
164,45,55,1,2
165,46,47,1,3
166,46,45,1,3
167,46,36,1,1
168,46,56,1,1
169,47,48,1,2
170,47,46,1,3
171,47,37,1,1
172,47,57,1,2
173,48,49,1,2
174,48,47,1,3
175,48,38,1,3
176,48,58,1,1
177,49,48,1,3
178,49,39,1,2
179,49,59,1,1
180,50,51,1,2
181,50,40,1,1
182,50,60,1,2
183,51,52,1,3
184,51,50,1,2
185,51,41,1,2
186,51,61,1,3
187,52,53,1,2
188,52,51,1,1
189,52,42,1,3
190,52,62,1,2
191,53,54,1,3
192,53,52,1,3
193,53,43,1,3
194,53,63,1,2
195,54,55,1,3
196,54,53,1,3
197,54,44,1,1
198,54,64,1,3
199,55,56,1,3
200,55,54,1,2
201,55,45,1,1
202,55,65,1,1
203,56,57,1,1
204,56,55,1,3
205,56,46,1,3
206,56,66,1,3
207,57,58,1,1
208,57,56,1,1
209,57,47,1,2
210,57,67,1,2
211,58,59,1,2
212,58,57,1,1
213,58,48,1,3
214,58,68,1,3
215,59,58,1,1
216,59,49,1,2
217,59,69,1,1
218,60,61,1,1
219,60,50,1,2
220,60,70,1,1
221,61,62,1,2
222,61,60,1,1
223,61,51,1,3
224,61,71,1,1
225,62,63,1,1
226,62,61,1,2
227,62,52,1,1
228,62,72,1,1
229,63,64,1,1
230,63,62,1,2
231,63,53,1,1
232,63,73,1,2
233,64,65,1,1
234,64,63,1,3
235,64,54,1,1
236,64,74,1,1
237,65,66,1,1
238,65,64,1,1
239,65,55,1,1
240,65,75,1,1
241,66,67,1,3
242,66,65,1,2
243,66,56,1,3
244,66,76,1,2
245,67,68,1,3
246,67,66,1,1
247,67,57,1,2
248,67,77,1,3
249,68,69,1,3
250,68,67,1,2
251,68,58,1,3
252,68,78,1,1
253,69,68,1,3
254,69,59,1,3
255,69,79,1,2
256,70,71,1,1
257,70,60,1,1
258,70,80,1,2
259,71,72,1,1
260,71,70,1,2
261,71,61,1,3
262,71,81,1,2
263,72,73,1,3
264,72,71,1,1
265,72,62,1,3
266,72,82,1,1
267,73,74,1,1
268,73,72,1,3
269,73,63,1,2
270,73,83,1,3
271,74,75,1,3
272,74,73,1,3
273,74,64,1,1
274,74,84,1,3
275,75,76,1,3
276,75,74,1,1
277,75,65,1,2
278,75,85,1,3
279,76,77,1,3
280,76,75,1,3
281,76,66,1,3
282,76,86,1,1
283,77,78,1,1
284,77,76,1,2
285,77,67,1,2
286,77,87,1,3
287,78,79,1,2
288,78,77,1,1
289,78,68,1,1
290,78,88,1,1
291,79,78,1,2
292,79,69,1,2
293,79,89,1,1
294,80,81,1,2
295,80,70,1,3
296,80,90,1,2
297,81,82,1,2
298,81,80,1,1
299,81,71,1,3
300,81,91,1,1
301,82,83,1,2
302,82,81,1,2
303,82,72,1,2
304,82,92,1,1
305,83,84,1,1
306,83,82,1,2
307,83,73,1,1
308,83,93,1,2
309,84,85,1,3
310,84,83,1,2
311,84,74,1,3
312,84,94,1,1
313,85,86,1,2
314,85,84,1,2
315,85,75,1,2
316,85,95,1,2
317,86,87,1,2
318,86,85,1,1
319,86,76,1,2
320,86,96,1,2
321,87,88,1,2
322,87,86,1,3
323,87,77,1,1
324,87,97,1,3
325,88,89,1,1
326,88,87,1,2
327,88,78,1,3
328,88,98,1,1
329,89,88,1,3
330,89,79,1,1
331,89,99,1,2
332,90,91,1,3
333,90,80,1,1
334,91,92,1,3
335,91,90,1,3
336,91,81,1,3
337,92,93,1,2
338,92,91,1,2
339,92,82,1,3
340,93,94,1,3
341,93,92,1,1
342,93,83,1,3
343,94,95,1,3
344,94,93,1,1
345,94,84,1,1
346,95,96,1,3
347,95,94,1,1
348,95,85,1,2
349,96,97,1,3
350,96,95,1,1
351,96,86,1,1
352,97,98,1,1
353,97,96,1,1
354,97,87,1,2
355,98,99,1,2
356,98,97,1,3
357,98,88,1,1
358,99,98,1,3
359,99,89,1,2
