road_link_id,from_node_id,to_node_id,link_type,length
240,65,75,1,1
241,66,67,1,3
242,66,65,1,1
243,66,56,1,3
244,66,76,1,1
245,67,68,1,3
246,67,66,1,3
247,67,57,1,1
248,67,77,1,2
249,68,69,1,1
250,68,67,1,2
251,68,58,1,3
252,68,78,1,1
253,69,68,1,2
254,69,59,1,2
255,69,79,1,1
256,70,71,1,1
257,70,60,1,3
258,70,80,1,1
259,71,72,1,2
260,71,70,1,3
261,71,61,1,2
262,71,81,1,2
263,72,73,1,3
264,72,71,1,1
265,72,62,1,3
266,72,82,1,1
267,73,74,1,3
268,73,72,1,2
269,73,63,1,1
270,73,83,1,3
271,74,75,1,3
272,74,73,1,3
273,74,64,1,2
274,74,84,1,3
275,75,76,1,1
276,75,74,1,1
277,75,65,1,2
278,75,85,1,1
279,76,77,1,3
280,76,75,1,3
281,76,66,1,3
282,76,86,1,1
283,77,78,1,1
284,77,76,1,2
285,77,67,1,1
286,77,87,1,3
287,78,79,1,1
288,78,77,1,2
289,78,68,1,2
290,78,88,1,3
291,79,78,1,2
292,79,69,1,1
293,79,89,1,2
294,80,81,1,3
295,80,70,1,1
296,80,90,1,1
297,81,82,1,1
298,81,80,1,3
299,81,71,1,3
300,81,91,1,1
301,82,83,1,1
302,82,81,1,3
303,82,72,1,1
304,82,92,1,3
305,83,84,1,2
306,83,82,1,3
307,83,73,1,3
308,83,93,1,2
309,84,85,1,2
310,84,83,1,3
311,84,74,1,1
312,84,94,1,1
313,85,86,1,3
314,85,84,1,1
315,85,75,1,3
316,85,95,1,1
317,86,87,1,2
318,86,85,1,2
319,86,76,1,1
320,86,96,1,2
321,87,88,1,1
322,87,86,1,1
323,87,77,1,3
324,87,97,1,2
325,88,89,1,3
326,88,87,1,2
327,88,78,1,3
328,88,98,1,2
329,89,88,1,1
330,89,79,1,2
331,89,99,1,3
332,90,91,1,3
333,90,80,1,2
334,91,92,1,1
335,91,90,1,3
336,91,81,1,2
337,92,93,1,1
338,92,91,1,3
339,92,82,1,1
340,93,94,1,2
341,93,92,1,3
342,93,83,1,3
343,94,95,1,1
344,94,93,1,2
345,94,84,1,3
346,95,96,1,3
347,95,94,1,1
348,95,85,1,3
349,96,97,1,2
350,96,95,1,1
351,96,86,1,1
352,97,98,1,2
353,97,96,1,1
354,97,87,1,2
355,98,99,1,3
356,98,97,1,3
357,98,88,1,3
358,99,98,1,1
359,99,89,1,3
