road_link_id,from_node_id,to_node_id,link_type,length
112,32,31,1,3
113,32,22,1,3
114,32,42,1,3
115,33,34,1,1
116,33,32,1,3
117,33,23,1,3
118,33,43,1,1
119,34,35,1,2
120,34,33,1,3
121,34,24,1,1
122,34,44,1,2
123,35,36,1,2
124,35,34,1,3
125,35,25,1,2
126,35,45,1,1
127,36,37,1,1
128,36,35,1,2
129,36,26,1,3
130,36,46,1,3
131,37,38,1,1
132,37,36,1,2
133,37,27,1,1
134,37,47,1,3
135,38,39,1,2
136,38,37,1,2
137,38,28,1,2
138,38,48,1,2
139,39,38,1,1
140,39,29,1,2
141,39,49,1,2
142,40,41,1,2
143,40,30,1,3
144,40,50,1,3
145,41,42,1,3
146,41,40,1,1
147,41,31,1,2
148,41,51,1,3
149,42,43,1,3
150,42,41,1,3
151,42,32,1,3
152,42,52,1,1
153,43,44,1,1
154,43,42,1,3
155,43,33,1,2
156,43,53,1,2
157,44,45,1,3
158,44,43,1,2
159,44,34,1,1
160,44,54,1,3
161,45,46,1,2
162,45,44,1,1
163,45,35,1,1
164,45,55,1,3
165,46,47,1,2
166,46,45,1,2
167,46,36,1,1
168,46,56,1,3
169,47,48,1,3
170,47,46,1,2
171,47,37,1,3
172,47,57,1,3
173,48,49,1,1
174,48,47,1,2
175,48,38,1,1
176,48,58,1,1
177,49,48,1,2
178,49,39,1,3
179,49,59,1,2
180,50,51,1,3
181,50,40,1,2
182,50,60,1,1
183,51,52,1,2
184,51,50,1,2
185,51,41,1,2
186,51,61,1,2
187,52,53,1,2
188,52,51,1,2
189,52,42,1,2
190,52,62,1,3
191,53,54,1,1
192,53,52,1,3
193,53,43,1,2
194,53,63,1,2
195,54,55,1,3
196,54,53,1,3
197,54,44,1,2
198,54,64,1,1
199,55,56,1,1
200,55,54,1,1
201,55,45,1,3
202,55,65,1,1
203,56,57,1,1
204,56,55,1,2
205,56,46,1,1
206,56,66,1,2
207,57,58,1,2
208,57,56,1,3
209,57,47,1,2
210,57,67,1,1
211,58,59,1,1
212,58,57,1,3
213,58,48,1,2
214,58,68,1,3
215,59,58,1,3
216,59,49,1,2
217,59,69,1,2
218,60,61,1,3
219,60,50,1,1
220,60,70,1,3
221,61,62,1,3
222,61,60,1,2
223,61,51,1,2
224,61,71,1,2
225,62,63,1,1
226,62,61,1,1
227,62,52,1,2
228,62,72,1,3
229,63,64,1,1
230,63,62,1,3
231,63,53,1,3
232,63,73,1,2
233,64,65,1,2
234,64,63,1,1
235,64,54,1,3
236,64,74,1,2
237,65,66,1,1
238,65,64,1,2
239,65,55,1,2
240,65,75,1,3
241,66,67,1,2
242,66,65,1,2
243,66,56,1,2
244,66,76,1,3
245,67,68,1,2
246,67,66,1,2
247,67,57,1,3
248,67,77,1,1
249,68,69,1,3
250,68,67,1,1
251,68,58,1,1
252,68,78,1,2
253,69,68,1,1
254,69,59,1,2
255,69,79,1,1
256,70,71,1,3
257,70,60,1,1
258,70,80,1,2
259,71,72,1,1
260,71,70,1,2
261,71,61,1,2
262,71,81,1,2
263,72,73,1,3
264,72,71,1,2
265,72,62,1,2
266,72,82,1,1
267,73,74,1,1
268,73,72,1,2
269,73,63,1,1
270,73,83,1,1
271,74,75,1,1
272,74,73,1,1
273,74,64,1,3
274,74,84,1,2
275,75,76,1,2
276,75,74,1,2
277,75,65,1,2
278,75,85,1,3
279,76,77,1,3
280,76,75,1,2
281,76,66,1,1
282,76,86,1,3
283,77,78,1,1
284,77,76,1,3
285,77,67,1,3
286,77,87,1,3
287,78,79,1,3
288,78,77,1,2
289,78,68,1,1
290,78,88,1,3
291,79,78,1,1
292,79,69,1,2
293,79,89,1,1
294,80,81,1,2
295,80,70,1,2
296,80,90,1,1
297,81,82,1,1
298,81,80,1,3
299,81,71,1,3
300,81,91,1,1
301,82,83,1,1
302,82,81,1,3
303,82,72,1,1
304,82,92,1,1
305,83,84,1,1
306,83,82,1,1
307,83,73,1,3
308,83,93,1,2
309,84,85,1,3
310,84,83,1,1
311,84,74,1,1
312,84,94,1,1
313,85,86,1,2
314,85,84,1,1
315,85,75,1,2
316,85,95,1,2
317,86,87,1,3
318,86,85,1,3
319,86,76,1,3
320,86,96,1,2
321,87,88,1,3
322,87,86,1,2
323,87,77,1,3
324,87,97,1,2
325,88,89,1,3
326,88,87,1,1
327,88,78,1,3
328,88,98,1,1
329,89,88,1,1
330,89,79,1,3
331,89,99,1,3
332,90,91,1,1
333,90,80,1,2
334,91,92,1,1
335,91,90,1,1
336,91,81,1,3
337,92,93,1,2
338,92,91,1,1
339,92,82,1,1
340,93,94,1,3
341,93,92,1,2
342,93,83,1,1
343,94,95,1,1
344,94,93,1,3
345,94,84,1,3
346,95,96,1,1
347,95,94,1,1
348,95,85,1,1
349,96,97,1,1
350,96,95,1,1
351,96,86,1,2
352,97,98,1,2
353,97,96,1,2
354,97,87,1,3
355,98,99,1,1
356,98,97,1,2
357,98,88,1,1
358,99,98,1,3
359,99,89,1,2
